,GridID,Day_int,Time_stamp,SMSin,SMSout,Callin,Callout,Internet
647856,4500,5,00:00,0.1847387440900455,0.0572905146638456,0.0257344001970173,0.0572905146638456,5.914663598923204
647857,4500,5,00:10,0.0064336000492543,0.0701577147623543,0.0508569146145913,0.0064336000492543,5.504680024949609
647858,4500,5,00:20,0.3155800925837521,0.1654379439422826,0.0128672000985086,0.0064336000492543,6.449907106898909
647859,4500,5,00:30,0.0484283194122868,0.0508569146145913,0.0,0.1017138292291826,6.055410503539489
647860,4500,5,00:40,0.0128672000985086,0.1145810293276913,0.0064336000492543,0.0,5.874789102603936
647861,4500,5,00:50,0.1823101488877411,0.0,0.0064336000492543,0.0992852340268781,6.2521642621703855
647862,4500,5,01:00,0.177452958483132,0.0064336000492543,0.0572905146638456,0.0637241147130999,6.431898906469679
647863,4500,5,01:10,0.0,0.0,0.0,0.0,5.899187392934524
647864,4500,5,01:20,0.3091464925344977,0.0,0.0064336000492543,0.0064336000492543,7.00723264831044
647865,4500,5,01:30,0.2735853732207195,0.0,0.0,0.0,5.477148619024524
647866,4500,5,01:40,0.0064336000492543,0.0395906863931553,0.0,0.0,6.880265018440672
647867,4500,5,01:50,0.0612955195107955,0.1477381156715922,0.0508569146145913,0.0,6.096774389207608
647868,4500,5,02:00,0.0,0.0064336000492543,0.0,0.0,5.588077281591024
647869,4500,5,02:10,0.0,0.0064336000492543,0.0508569146145913,0.0,5.888361578873963
647870,4500,5,02:20,0.0508569146145913,0.0,0.0,0.0,5.241470798561729
647871,4500,5,02:30,0.0548619194615411,0.0701577147623543,0.0128672000985086,0.0064336000492543,5.338038013143233
647872,4500,5,02:40,0.0064336000492543,0.0,0.0064336000492543,0.0064336000492543,6.062421418289588
647873,4500,5,02:50,0.0,0.0,0.0,0.0,6.121465428533607
647874,4500,5,03:00,0.2009990632560608,0.0508569146145913,0.0,0.0,5.238028555029368
647875,4500,5,03:10,0.0,0.0064336000492543,0.0,0.0,5.307093784455848
647876,4500,5,03:20,0.0128672000985086,0.2959456022656992,0.0,0.0,5.056829839392972
647877,4500,5,03:30,0.0548619194615411,0.6562272050239418,0.0,0.0,5.152946630967428
647878,4500,5,03:40,0.0,0.7456857199340591,0.0,0.0,5.866279545438136
647879,4500,5,03:50,0.0,0.7205632055164851,0.0,0.0,5.745392877531863
647880,4500,5,04:00,0.0,0.1479728011328496,0.0508569146145913,0.0,6.34412913951175
647881,4500,5,04:10,0.0,0.0,0.0,0.0128672000985086,5.8548764166767295
647882,4500,5,04:20,0.0,0.0,0.0,0.0,5.005972924778379
647883,4500,5,04:30,0.0508569146145913,0.0,0.0572905146638456,0.0508569146145913,4.832509347979068
647884,4500,5,04:40,0.0,0.0064336000492543,0.0,0.0,5.139002568696174
647885,4500,5,04:50,0.0128672000985086,0.0,0.0,0.0,5.715300834402138
647886,4500,5,05:00,0.1017138292291826,0.0064336000492543,0.0064336000492543,0.0992852340268781,5.85915522260362
647887,4500,5,05:10,0.0,0.0,0.0,0.0,5.877717709286563
647888,4500,5,05:20,0.0064336000492543,0.0,0.0484283194122868,0.0,5.8834411746266655
647889,4500,5,05:30,0.0,0.0128672000985086,0.0,0.0064336000492543,5.227882699128573
647890,4500,5,05:40,0.0064336000492543,0.0,0.0064336000492543,0.0508569146145913,5.063263439442226
647891,4500,5,05:50,0.0064336000492543,0.0,0.0484283194122868,0.0,5.575871091736813
647892,4500,5,06:00,0.1590043438930282,0.0,0.0,0.0,6.430434835132576
647893,4500,5,06:10,0.0,0.0,0.0572905146638456,0.0,7.187803855004264
647894,4500,5,06:20,0.0572905146638456,0.0,0.2607181731222109,0.0,6.1018752041427735
647895,4500,5,06:30,0.0064336000492543,0.0,0.0,0.0,5.150777283458809
647896,4500,5,06:40,0.0064336000492543,0.0,0.0,0.0,5.534679433466585
647897,4500,5,06:50,0.0128672000985086,0.0,0.0064336000492543,0.0,5.229072969385735
647898,4500,5,07:00,0.1590043438930282,0.0,0.0064336000492543,0.0128672000985086,5.379087156556532
647899,4500,5,07:10,0.0193008001477629,0.0572905146638456,0.0064336000492543,0.0,5.784606363606832
647900,4500,5,07:20,0.2227284586061282,0.0508569146145913,0.0064336000492543,0.0064336000492543,6.555729340213287
647901,4500,5,07:30,0.1654379439422825,0.1590043438930282,0.0,0.0128672000985086,5.082935825591216
647902,4500,5,07:40,0.2098612585076195,0.0064336000492543,0.0,0.0,5.482857994986793
647903,4500,5,07:50,0.3575993741792118,0.2098612585076196,0.1210146293769456,0.1348709155730836,6.360199353141278
647904,4500,5,08:00,0.6182929850689955,0.0,0.0612955195107955,0.1985704680537562,5.1898784312262345
647905,4500,5,08:10,0.8094653292082955,0.0508569146145913,0.0968812010570009,0.0765913148116086,7.607448604790559
647906,4500,5,08:20,0.5720529610807974,0.3115750877368022,0.0128672000985086,0.0612955195107955,6.927747761903225
647907,4500,5,08:30,0.3437430879830738,0.1250196342238955,0.2283098730977235,0.1081474292784369,6.178050667025936
647908,4500,5,08:40,0.655318175719876,0.3688656024006478,0.2864525733192282,0.1718715439915369,6.971671528996662
647909,4500,5,08:50,0.5577708141100408,0.2355956587046369,0.2735853732207195,0.1145810293276913,6.995026458456231
647910,4500,5,09:00,0.6890625856107931,0.1783051440407912,0.2355956587046369,0.1976059441885542,6.570285288263984
647911,4500,5,09:10,0.6874861759661477,0.3606152929285324,0.1443204343716584,0.2677636589509086,7.459513699488648
647912,4500,5,09:20,0.5033593176555455,0.1063307198555758,0.2144781491340128,0.2169067443363172,6.729676841321369
647913,4500,5,09:30,0.5931950328838487,0.0701577147623543,0.1226156012540183,0.2800189732699739,8.15722503236983
647914,4500,5,09:40,0.752786700323893,0.4010336026469195,0.2757982308772355,0.2846358638963671,7.954505974835321
647915,4500,5,09:50,0.3694774881800911,0.3308758878845652,0.259890549796979,0.387338779223179,8.287648995149794
647916,4500,5,10:00,0.8512688732579666,0.3121869735162456,0.1403154295247086,0.3582112599586552,8.739911098412533
647917,4500,5,10:10,1.373508280595193,0.2080445490847584,0.4001814170892604,0.3308758878845652,7.739626063150696
647918,4500,5,10:20,0.5793387466877108,0.5260532368708151,0.4164662984877029,0.4590729036301788,7.889915121178307
647919,4500,5,10:30,1.140953102872304,0.4969257176062912,0.661913238541528,0.609455352049864,8.267911105593495
647920,4500,5,10:40,0.5937823564308649,0.2227284586061282,0.2993197734177369,0.5616389184170204,8.830446475495394
647921,4500,5,10:50,0.6388175567756451,0.640022380419063,0.4583241173107652,0.4969257176062912,7.276881089064534
647922,4500,5,11:00,0.6516847568741537,0.3407215549167949,0.6156240900884753,0.2445947544961659,7.774447335214358
647923,4500,5,11:10,1.27040406672619,0.5254413510913717,0.1887437489369954,0.3734824930270411,8.147326881531253
647924,4500,5,11:20,1.0288006687469171,0.5349154321223738,0.2717686637978584,0.4050386074938694,8.720256590402137
647925,4500,5,11:30,0.9779437541323256,0.7344504240413323,0.4657222412252215,0.3937723792724334,11.735998730846465
647926,4500,5,11:40,0.5977873612778146,0.796470167639114,0.2679005594908788,0.1571876344701671,7.988685184570155
647927,4500,5,11:50,0.6623636615485737,0.3808806169414975,0.4164908607201301,0.5525364233872458,7.128637811604083
647928,4500,5,12:00,1.1520281557803789,0.6810525759168935,0.5003188366737977,0.4154772123900736,5.545136986278258
647929,4500,5,12:10,0.9399540396162432,0.6237620612530478,0.4599005269554106,0.464919180132417,7.599070333847772
647930,4500,5,12:20,1.3551965665450596,0.5324868369200694,0.2273453492325214,0.6173284612037935,6.036965213701725
647931,4500,5,12:30,0.8036436149384844,0.5536043464906935,0.5971754754983714,0.539909523066953,8.213729900071044
647932,4500,5,12:40,0.7883723818700987,0.6327365948121496,0.3097583783139411,0.2355956587046369,10.15837313878452
647933,4500,5,12:50,0.6657567806160802,0.5922059467862195,0.2484628588031456,0.5754706423807312,8.47105495412575
647934,4500,5,13:00,0.7957950680169823,0.3517530976769736,0.3236146645100791,0.4172939218129347,7.202203198820199
647935,4500,5,13:10,0.7690470194899084,0.9482043490883586,0.3324522975292106,0.3744470168922431,8.134034890435
647936,4500,5,13:20,0.544501851460919,0.3833092121438019,0.4470333268569019,0.1531826296232173,7.360081556075629
647937,4500,5,13:30,0.4904921175570368,0.506752436723052,0.2337789492817757,0.2993197734177369,6.752467475681052
647938,4500,5,13:40,0.545354037018578,0.2169067443363172,0.2169067443363172,0.3137633831608909,7.595274382452777
647939,4500,5,13:50,0.3929693181796287,0.4432143470147768,0.2307384683000279,0.3187820363378973,6.8597816673173
647940,4500,5,14:00,0.5706380142085494,0.1467490295739629,0.2460342636008411,0.2484628588031455,8.154975314070096
647941,4500,5,14:10,0.952370816707706,0.5591857609822888,0.3881664025484108,0.1887437489369954,6.025062537468418
647942,4500,5,14:20,0.964464668254374,0.7512102906792477,0.5551807561353388,0.1210146293769456,6.87277682888648
647943,4500,5,14:30,0.3186205735654998,0.2227284586061282,0.0701577147623543,0.2040395442378085,8.715621821637148
647944,4500,5,14:40,0.7043583809116063,0.4518905172615108,0.1161820012047639,0.1887437489369954,8.427964424674503
647945,4500,5,14:50,0.8860566440199041,0.4277325267091389,0.0830249148608629,0.0450352003447803,7.210712755986
647946,4500,5,15:00,0.5996040707006758,0.6802003903592344,0.2420292587538912,0.1581767205677964,6.163689219040938
647947,4500,5,15:10,0.5039712034349887,0.3121869735162456,0.3453194976277193,0.3250541736147542,6.844775296259556
647948,4500,5,15:20,0.5799506324671542,0.1596162296724716,0.1911723441392999,0.4810180365260347,6.277148050491791
647949,4500,5,15:30,0.4442520935688386,0.3952118883771085,0.1694429487892324,0.1694429487892325,5.974093284546283
647950,4500,5,15:40,0.3071140455658481,0.2886408687433169,0.1774775207155594,0.2267334634530781,6.427413302066298
647951,4500,5,15:50,0.425563179200519,0.2432530303127779,0.3680379790754161,0.0514688003940346,6.752261746981435
647952,4500,5,16:00,0.5187674512639016,0.506752436723052,0.4074672026961738,0.1403154295247086,7.165903302033179
647953,4500,5,16:10,0.3903546979724995,0.1789170298202346,0.3364573023761605,0.3137633831608909,5.125801678427376
647954,4500,5,16:20,0.5582212371170866,0.1473609153534062,0.4283444124885823,0.547170746441439,5.609101400769574
647955,4500,5,16:30,0.4589360030902084,0.3186205735654999,0.4494619220592064,0.3483599786094671,8.536224192260484
647956,4500,5,16:40,0.3161919783631953,0.2800189732699739,0.3373094879338195,0.1547590392678626,5.584831071909658
647957,4500,5,16:50,0.4332016028931912,0.6407466045060493,0.2484628588031456,0.387338779223179,7.9178032457208145
647958,4500,5,17:00,0.5258129370925992,0.4154772123900735,0.3501766880323282,0.269340068595554,8.39430110676487
647959,4500,5,17:10,0.4880635223547324,0.0765913148116086,0.2822072686940626,0.3413144927807694,10.66681432345976
647960,4500,5,17:20,0.4261264045235297,0.2791913499447421,0.4269049033839071,0.2420292587538912,8.287989334824761
647961,4500,5,17:30,0.5570164134736687,0.2297739444348259,0.5463431231162074,0.1724834297709802,7.201464421346957
647962,4500,5,17:40,0.7493935812563866,0.4396352029424455,0.5907664376815444,0.4920685272016822,7.5401893201614465
647963,4500,5,17:50,0.7705110908270107,1.0410559830659825,0.4090436123408193,0.2677636589509086,6.974138020029905
647964,4500,5,18:00,0.9005002537630581,0.6301956613023021,0.6124712707991846,0.3566102880815825,7.493747648005294
647965,4500,5,18:10,1.097631212712139,0.5671957706761885,0.2558855449500292,0.1783051440407912,8.114223778189842
647966,4500,5,18:20,1.528619957948815,0.360003407149089,0.3566102880815825,0.2928861733684826,8.745026466733952
647967,4500,5,18:30,0.8560769391977212,0.5923182850937625,0.3517530976769736,0.2975030639948757,8.435606173119513
647968,4500,5,18:40,0.6986490049493383,0.3937723792724334,0.2968911782154324,0.2968911782154324,7.617215434816971
647969,4500,5,18:50,1.1401009173146448,0.6761953855122846,0.4035990983891942,0.4001814170892604,7.119887954660067
647970,4500,5,19:00,0.9587798545245332,0.4890526084523616,0.383309212143802,0.3503381508047256,8.899383743451201
647971,4500,5,19:10,0.7222196719546942,0.5284818320731195,0.3992168932240584,0.6530510432899691,7.694771273493782
647972,4500,5,19:20,0.3799160930762953,0.4277325267091389,0.2283344353301507,0.0894585149101173,8.264737048824117
647973,4500,5,19:30,0.4048474321805081,0.3726794319342365,0.527017760736017,0.3554054644381646,7.839782430650702
